Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.58,0.56,1.32,280.0,Rockstar Leeds,1479,Spring
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.55,1.31,52.0,Traveller's Tales,1497,Summer
Pitfall II: Lost Caverns,2600,1983.0,Platform,Activision,1.22,0.07,1.31,,,1501,Winter
Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,0.64,0.5,1.31,27.0,Acclaim,1502,Fall
The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,0.97,0.23,1.3,127.0,Harmonix Music Systems,1505,Fall
Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,0.62,0.56,1.3,402.0,Ubisoft Quebec,1515,Fall
Far Cry 4,PS3,2014.0,Shooter,Ubisoft,0.34,0.68,1.29,113.0,Ubisoft Montreal,1517,Fall
Resident Evil Zero,GC,2002.0,Action,Capcom,0.54,0.27,1.29,,,1521,Fall
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.86,0.3,1.29,387.0,Techland,1529,Winter
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.51,0.67,1.29,7512.0,Bethesda Game Studios,1530,Fall
Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.56,1.29,292.0,Ubisoft Sofia,1532,Fall
Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,0.45,0.66,1.28,26.0,EA Canada,1544,Fall
Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,0.62,0.49,1.28,557.0,KCET,1545,Fall
Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.58,0.4,1.27,358.0,Konami,1546,Spring
Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,0.4,0.33,1.27,1107.0,From Software,1550,Spring
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,0.45,0.47,1.27,1311.0,Kojima Productions,1559,Spring
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,Sega,0.87,0.3,1.27,139.0,Sonic Team,1565,Winter
Battle Arena Toshinden,PS,1994.0,Fighting,Sony Computer Entertainment,0.39,0.26,1.27,4.0,Tamsoft,1567,Winter
Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,0.33,0.69,1.27,123.0,Ghost Games,1570,Fall
Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.41,1.25,278.0,Volition Inc.,1583,Summer
Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.0,1.25,33.0,Krome Studios,1584,Fall
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,1.25,81.0,Ubisoft Montreal,1594,Fall
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,1.25,106.0,Core Design Ltd.,1599,Summer
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,0.52,0.56,1.25,34.0,Ubisoft Shanghai,1600,Spring
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,1.24,90.0,Snowblind Studios,1604,Winter
Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,1.24,96.0,Oddworld Inhabitants,1605,Fall
LEGO Harry Potter: Years 5-7,Wii,,Action,Warner Bros. Interactive Entertainment,0.69,0.42,1.24,13.0,Traveller's Tales,1609,Fall
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.08,0.02,1.23,39.0,EA Sports,1615,Summer
Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,1.23,102.0,Reflections Interactive,1619,Summer
Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,1.23,37.0,Rare Ltd.,1629,Fall
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,1.23,42.0,EA Canada,1632,Fall
SimCity 2000,PS,1996.0,Simulation,Maxis,0.68,0.46,1.22,,,1646,Winter
Final Fantasy IV,DS,2007.0,Simulation,Square Enix,0.51,0.04,1.21,164.0,Matrix Software,1654,Summer
Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.21,,,1662,Winter
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,1.21,45.0,Electronic Arts,1663,Fall
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.46,1.21,130.0,CyberConnect2,1664,Fall
Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.69,1.21,39.0,Electronic Arts,1665,Summer
Test Drive 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,1.21,,,1669,Fall
The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.44,0.63,1.2,10.0,Maxis,1673,Fall
FIFA Soccer 07,PSP,2006.0,Sports,Electronic Arts,0.25,0.64,1.2,,,1674,Fall
TwinBee,NES,1986.0,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,,,1681,Winter
Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Platform,Konami Digital Entertainment,0.0,0.0,1.2,,,1682,Summer
NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,1.2,26.0,EA Sports,1686,Fall
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.5,1.19,81.0,Traveller's Tales,1690,Summer
Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,1.19,,,1703,Winter
Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,1.18,282.0,NetherRealm Studios,1710,Spring
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision,0.85,0.31,1.18,22.0,Vicarious Visions,1715,Fall
Mega Man 3,NES,1990.0,Platform,Capcom,0.68,0.1,1.17,,,1722,Fall
Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,1.17,37.0,Sand Grain Studios,1729,Fall
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.39,0.69,1.17,3756.0,Rockstar North,1730,Fall
Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,1.16,,,1748,Winter
FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,1.16,328.0,EA Canada,1753,Fall
Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.24,1.16,238.0,TOSE,1754,Spring
LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive,0.83,0.28,1.16,,,1755,Spring
Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,1.15,2360.0,Infinity Ward,1772,Fall
Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,1.14,38.0,K2 LLC,1779,Spring
Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.32,1.14,155.0,Team Ninja,1782,Spring
Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,1.14,,,1787,Winter
LEGO Star Wars: The Video Game,GBA,2005.0,Action,Eidos Interactive,0.82,0.3,1.14,,,1793,Spring
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,0.41,0.45,1.14,201.0,CyberConnect2,1801,Winter
Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.57,1.13,795.0,Creative Assembly,1812,Fall
Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.36,0.23,1.12,1228.0,Atlus,1831,Summer
The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.29,1.12,59.0,Harmonix Music Systems,1834,Fall
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,1.11,160.0,Ubisoft Montreal,1841,Spring
Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,1.11,,,1849,Winter
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.35,1.1,468.0,Mercury Steam,1852,Fall
Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.53,0.45,1.1,14.0,EA Games,1867,Fall
Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.52,1.1,77.0,Electronic Arts,1869,Summer
Petz Dogz 2,DS,2007.0,Simulation,Ubisoft,0.46,0.51,1.1,,MTO,1871,Winter
NCAA Football 14,X360,2013.0,Sports,Electronic Arts,1.01,0.0,1.09,74.0,EA Tiburon,1872,Summer
Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,1.09,48.0,EA Tiburon,1881,Summer
NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,1.09,65.0,EA Tiburon,1889,Summer
NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.6,0.41,1.09,,,1891,Winter
Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,1.08,2981.0,Creative Assembly,1897,Spring
Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.51,1.08,67.0,Sega AM2,1898,Summer
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,1.08,49.0,Krome Studios,1907,Fall
Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.47,1.08,121.0,PopCap,1911,Winter
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.54,1.07,15.0,"Electronic Arts, Rebellion",1912,Fall
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.34,1.07,95.0,CyberConnect2,1932,Fall
Freekstyle,PS2,2002.0,Racing,Electronic Arts,0.52,0.41,1.06,14.0,Page 44 Studios,1938,Summer
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,1.06,146.0,Rockstar Leeds,1939,Spring
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.66,0.3,1.06,21.0,Griptonite Games,1940,Fall
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,1.06,188.0,EA Games,1941,Fall
Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.53,0.4,1.06,154.0,"Mad Doc Software, Rockstar Vancouver",1944,Fall
Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,1.06,10.0,Barnhouse Effect,1956,Summer
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,1.05,36.0,n-Space,1964,Fall
Cosmic Ark,2600,1981.0,Shooter,Imagic,0.99,0.05,1.05,,,1965,Winter
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,1.05,60.0,Cavia Inc.,1966,Fall
Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,1.05,,Tecmo,1981,Winter
Mega Man X4,PS,1996.0,Action,Virgin Interactive,0.45,0.3,1.04,,,1989,Summer
Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.43,0.5,1.04,,,1997,Winter
The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,1.03,71.0,"Electronic Arts, EA Redwood Shores",1999,Fall
Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,1.03,46.0,Capcom,2015,Summer
Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,1.02,130.0,Sonic Team,2026,Fall
Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,1.02,4.0,Powerhead Games,2032,Winter
Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,1.02,439.0,"Epic Games, People Can Fly",2033,Winter
Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,1.02,6.0,EA Tiburon,2035,Summer
Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,1.02,108.0,"Sega, Dimps Corporation",2036,Fall
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,1.01,38.0,"Electronic Arts, Rebellion",2045,Fall
Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,1.01,318.0,Ubisoft,2050,Fall
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,1.0,54.0,Namco,2067,Summer
Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,1.0,238.0,UBlart Montpellier,2074,Fall
Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.99,69.0,Oddworld Inhabitants,2083,Fall
Air-Sea Battle,2600,,Shooter,Atari,0.91,0.06,0.98,,,2106,Winter
Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.85,0.02,0.97,12.0,EA Sports,2114,Summer
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.97,1841.0,Rockstar North,2115,Fall
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.97,33.0,EA Tiburon,2116,Summer
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.97,23.0,EA Canada,2125,Fall
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.97,5926.0,BioWare,2126,Spring
Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,0.97,,,2129,Winter
LEGO Harry Potter: Years 5-7,X360,,Action,Warner Bros. Interactive Entertainment,0.51,0.37,0.97,39.0,Traveller's Tales,2132,Fall
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.96,3183.0,Ubisoft Montreal,2136,Fall
Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,,Square Enix,2139,Summer
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.96,4378.0,CD Projekt Red Studio,2151,Spring
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.95,53.0,Ubisoft Montreal,2160,Spring
Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.95,238.0,Sonic Team,2161,Fall
Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.95,,,2178,Winter
Rise of the Tomb Raider,PS4,2016.0,Adventure,Square Enix,0.23,0.53,0.94,,,2204,Fall
NHL 2003,PS2,2002.0,Sports,Electronic Arts,0.46,0.36,0.93,18.0,EA Sports,2208,Fall
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.93,187.0,CyberConnect2,2209,Spring
The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.93,24.0,Griptonite Games,2211,Fall
Tony Hawk's Pro Skater 4,XB,2002.0,Sports,Activision,0.59,0.3,0.93,21.0,Neversoft Entertainment,2213,Fall
Mega Man 4,NES,1991.0,Platform,Capcom,0.51,0.09,0.93,,,2222,Winter
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.53,0.09,0.93,76.0,"Square Enix, h.a.n.d. Inc.",2229,Fall
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.93,75.0,TT Games,2232,Fall
Assassin's Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.93,1489.0,Ubisoft,2237,Fall
Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.93,2482.0,Gearbox Software,2238,Fall
NCAA Football 11,X360,2010.0,Sports,Electronic Arts,0.86,0.0,0.92,70.0,EA Tiburon,2242,Summer
South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.43,0.34,0.92,575.0,Obsidian Entertainment,2248,Spring
South Park: The Stick of Truth,X360,2014.0,Role-Playing,Ubisoft,0.58,0.26,0.92,363.0,Obsidian Entertainment,2249,Spring
Sonic Riders,GC,2006.0,Racing,Sega,0.71,0.18,0.92,46.0,Sonic Team,2259,Winter
Injustice: Gods Among Us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.46,0.3,0.91,,,2271,Spring
LEGO Harry Potter: Years 5-7,PS3,,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.91,48.0,Traveller's Tales,2273,Fall
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.91,57.0,Omega Force,2279,Spring
Just Cause 3,XOne,2015.0,Action,Square Enix,0.44,0.39,0.9,186.0,Avalanche Studios,2291,Winter
Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.9,82.0,Vicarious Visions,2294,Fall
Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.45,0.37,0.9,109.0,Ubisoft Montreal,2297,Fall
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.48,0.32,0.9,818.0,CD Projekt Red Studio,2298,Spring
Destruction Derby,PS,1995.0,Racing,Psygnosis,0.5,0.34,0.9,,,2300,Fall
Sonic Heroes,XB,2003.0,Platform,Sega,0.41,0.43,0.9,34.0,Sonic Team,2308,Winter
Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.89,14.0,TT Games,2335,Fall
CSI: Hard Evidence,Wii,2008.0,Adventure,Ubisoft,0.36,0.43,0.89,,,2343,Fall
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.89,34.0,EA Tiburon,2352,Summer
Samba De Amigo,Wii,2008.0,Misc,Sega,0.41,0.37,0.88,40.0,Gearbox Software,2353,Winter
The Simpsons Game,PS3,2007.0,Action,Electronic Arts,0.38,0.36,0.88,49.0,EA Redwood Shores,2355,Fall
Resident Evil: Revelations,3DS,2012.0,Action,Capcom,0.3,0.22,0.88,397.0,Capcom,2368,Winter
Star Wars: The Force Unleashed,DS,2008.0,Action,LucasArts,0.5,0.28,0.88,18.0,n-Space,2370,Fall
Madden NFL 08,Wii,2007.0,Sports,Electronic Arts,0.8,0.0,0.87,27.0,EA Tiburon,2377,Summer
Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.43,0.29,0.87,,,2386,Summer
Michael Jackson: The Experience,X360,2011.0,Misc,Ubisoft,0.62,0.18,0.87,29.0,Ubisoft Montreal,2391,Fall
Conflict: Desert Storm,XB,2002.0,Shooter,SCi,0.48,0.37,0.87,17.0,SCi,2401,Fall
Ghostbusters: The Video Game,Wii,2009.0,Action,Atari,0.59,0.2,0.86,28.0,Red Fly Studio,2413,Summer
Dragon Quest VIII: Journey of the Cursed King,3DS,2015.0,Role-Playing,Square Enix,0.0,0.0,0.86,,Cygames,2414,Fall
Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.62,0.85,25.0,Crystal Dynamics,2430,Summer
Street Fighter Alpha 2,PS,1996.0,Fighting,Virgin Interactive,0.14,0.09,0.85,,,2432,Spring
The Legendary Starfy,DS,2008.0,Platform,Nintendo,0.6,0.0,0.85,26.0,TOSE,2447,Fall
NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.85,25.0,EA Tiburon,2448,Summer
Darksiders II,PS3,2012.0,Action,THQ,0.35,0.35,0.84,422.0,Vigil Games,2451,Summer
Ghostbusters: The Video Game,PS3,2009.0,Action,Sony Computer Entertainment,0.34,0.36,0.84,96.0,Terminal Reality,2455,Summer
Big Mutha Truckers,PS2,2002.0,Racing,Empire Interactive,0.41,0.32,0.84,20.0,Eutechnyx,2464,Winter
ESPN College Hoops 2K5,PS2,2004.0,Sports,Sega,0.41,0.32,0.84,10.0,Visual Concepts,2467,Fall
NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.84,40.0,EA Tiburon,2468,Summer
Q*bert,PS,1999.0,Puzzle,Atari,0.46,0.32,0.84,,,2474,Fall
Madden NFL 07,PSP,,Sports,Unknown,0.77,0.03,0.83,16.0,EA Tiburon,2479,Summer
Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.82,27.0,Neversoft Entertainment,2504,Fall
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,0.69,0.03,0.82,33.0,Raven Software,2505,Fall
Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,Atlus,0.34,0.04,0.82,634.0,Atlus Co.,2519,Summer
Dragon Warrior III,GB,2000.0,Role-Playing,Enix Corporation,0.0,0.0,0.81,,,2523,Winter
Pro Evolution Soccer 2010,X360,2009.0,Sports,Konami Digital Entertainment,0.12,0.58,0.81,29.0,Konami,2541,Fall
Final Fantasy XI: Wings of the Goddess,PS2,2007.0,Role-Playing,Square Enix,0.35,0.27,0.81,,Square Enix,2550,Spring
The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.81,166.0,Maxis,2551,Fall
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.8,5.0,Konami,2567,Fall
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.61,0.16,0.79,148.0,Marvelous,2584,Fall
All Star Cheer Squad,Wii,2008.0,Sports,THQ,0.43,0.29,0.79,10.0,Gorilla Games,2585,Fall
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.79,1471.0,Ninja Theory,2587,Winter
Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.79,456.0,Vigil Games,2590,Summer
Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,0.37,0.35,0.79,107.0,Ghost Games,2591,Fall
Mega Man 5,NES,1992.0,Platform,Capcom,0.39,0.07,0.79,,,2593,Winter
Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,0.42,0.23,0.79,320.0,Capcom,2599,Spring
Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.79,325.0,Rare Ltd.,2603,Summer
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.79,18.0,Maxis,2607,Fall
The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.02,0.77,0.78,,Trilobyte,2612,Spring
Yars' Revenge,2600,1982.0,Shooter,Atari,0.73,0.04,0.78,,,2615,Spring
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.04,0.78,148.0,Ubisoft Shanghai,2619,Fall
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.78,39.0,CyberConnect2,2621,Fall
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,0.43,0.3,0.78,,,2624,Winter
Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.57,0.06,0.78,18.0,EA Sports,2626,Summer
The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.78,283.0,Jupiter Corporation,2629,Summer
Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.32,0.78,209.0,UBlart Montpellier,2639,Fall
Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.34,0.77,449.0,Gearbox Software,2641,Winter
Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.77,19.0,EA Games,2647,Fall
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.77,46.0,"EA Canada, Nihilistic",2649,Fall
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.77,27.0,Rare Ltd.,2665,Fall
Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.76,49.0,Sonic Team,2672,Fall
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.76,40.0,Sand Grain Studios,2673,Summer
Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.76,69.0,Reflections Interactive,2679,Summer
Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.76,,,2683,Summer
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,0.37,0.32,0.76,,,2689,Winter
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,0.59,0.16,0.76,,,2690,Fall
The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.37,0.76,31.0,EA Games,2697,Summer
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,0.31,0.24,0.76,,,2702,Spring
Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.32,0.76,5999.0,Valve Software,2703,Spring
True Crime: New York City,PS2,2005.0,Action,Activision,0.57,0.02,0.76,,,2707,Fall
Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.75,55.0,Capcom,2716,Fall
Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.25,0.75,704.0,Respawn Entertainment,2718,Fall
Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.41,0.26,0.75,900.0,"Kojima Productions, Moby Dick Studio",2720,Fall
LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.75,25.0,TT Games,2726,Summer
San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.75,,,2729,Winter
Madden NFL 06,PSP,2005.0,Sports,Electronic Arts,0.69,0.0,0.75,16.0,EA Tiburon,2736,Summer
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.75,27.0,Capcom,2739,Summer
Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.37,0.74,31.0,EA Bright Light,2755,Fall
Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.18,0.74,915.0,From Software,2756,Spring
Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.14,0.48,0.74,771.0,Ubisoft Montreal,2758,Fall
Final Fantasy X/X-2 HD Remaster,PS4,2015.0,Role-Playing,Square Enix,0.29,0.27,0.74,,,2759,Winter
Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.14,0.29,0.74,204.0,Capcom,2762,Winter
Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.42,0.19,0.74,31.0,Ubisoft Montreal,2763,Fall
The Elder Scrolls V: Skyrim,XOne,2016.0,Role-Playing,Bethesda Softworks,0.41,0.27,0.74,,,2768,Fall
Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0.74,11.0,TT Games,2774,Fall
Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,Activision,0.49,0.15,0.73,51.0,Vicarious Visions,2783,Fall
Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.2,0.21,0.73,136.0,Tri-Ace,2785,Winter
FIFA: Road to World Cup 98,PS,1997.0,Sports,Electronic Arts,0.14,0.09,0.73,,,2788,Fall
Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.73,,,2797,Fall
