Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.22,65.0,HB Studios Multimedia,7252,Fall
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.14,0.06,0.22,44.0,CyberConnect2,7263,Fall
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006.0,Role-Playing,Ghostlight,0.1,0.03,0.22,,,7292,Summer
The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.1,0.21,118.0,2K Marin,7339,Summer
Tenchu: Return From Darkness,XB,2004.0,Action,Activision,0.16,0.05,0.21,6.0,K2 LLC,7347,Spring
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013.0,Role-Playing,Tecmo Koei,0.06,0.03,0.21,,,7357,Summer
Pac-Man World 3,PS2,2005.0,Platform,Namco Bandai Games,0.1,0.08,0.21,13.0,Blitz Games,7362,Fall
Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.21,10.0,Exient Entertainment,7373,Summer
Assassin's Creed Syndicate,PC,2015.0,Action,Ubisoft,0.11,0.09,0.21,544.0,Ubisoft Quebec,7384,Fall
Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.21,16.0,FUN Labs,7394,Summer
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.06,0.01,0.21,77.0,Spike Chunsoft,7403,Fall
Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.21,12.0,Konami,7404,Fall
The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.21,259.0,Telltale Games,7408,Fall
The King of Fighters '96,SAT,1996.0,Fighting,SNK,0.0,0.0,0.21,,,7411,Summer
Deus Ex: The Conspiracy,PS2,2002.0,Action,Eidos Interactive,0.1,0.08,0.21,49.0,Ion Storm,7429,Summer
NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.21,12.0,EA Sports,7468,Fall
Final Fight One,GBA,2001.0,Fighting,Ubisoft,0.09,0.03,0.21,8.0,Sun-Tec,7479,Fall
The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.2,,,7500,Summer
Wedding Dash,DS,2009.0,Action,Zoo Games,0.19,0.0,0.2,,Zoo Games,7501,Fall
Saints Row IV,XOne,2015.0,Action,Deep Silver,0.1,0.09,0.2,,,7514,Summer
Phantasy Star Online,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.2,33.0,Sonic Team,7521,Winter
International Superstar Soccer 2000,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,,,7524,Summer
Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.01,0.2,15.0,Exient Entertainment,7547,Fall
Odin Sphere: Leifthrasir,PS4,2016.0,Role-Playing,Nippon Ichi Software,0.07,0.04,0.2,178.0,Vanillaware,7586,Spring
The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.2,128.0,Falcom,7616,Fall
Marvel: Ultimate Alliance 2,DS,2009.0,Role-Playing,Activision,0.16,0.03,0.2,9.0,n-Space,7619,Fall
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.2,1295.0,Techland,7640,Winter
Bust-A-Move 2 Arcade Edition,PS,1995.0,Puzzle,Acclaim Entertainment,0.11,0.07,0.2,,,7660,Winter
Neighborhood Games,Wii,2009.0,Misc,THQ,0.17,0.02,0.2,,Jet Black Games,7670,Winter
Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.2,26.0,Snowblind Studios,7693,Winter
Big Mutha Truckers,XB,2002.0,Racing,Empire Interactive,0.15,0.04,0.19,9.0,Eutechnyx,7714,Winter
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.19,5.0,Visual Concepts,7723,Spring
Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,,,7734,Summer
Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.19,,,7740,Fall
Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.19,881.0,Hangar 13,7779,Fall
Final Fantasy XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.19,33.0,Square Enix,7786,Spring
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.19,22.0,Phoenix Games Studio,7790,Fall
Fighter Within,XOne,2013.0,Fighting,Ubisoft,0.11,0.07,0.19,211.0,Ubisoft,7791,Fall
South Park: The Stick of Truth,PC,2014.0,Role-Playing,Ubisoft,0.07,0.1,0.19,1739.0,Obsidian Entertainment,7839,Spring
ESPN International Track & Field,PS2,2000.0,Sports,Konami Digital Entertainment,0.09,0.07,0.19,,,7854,Winter
Injustice: Gods Among Us,WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.19,112.0,NetherRealm Studios,7860,Spring
Metro: Last Light,PC,2013.0,Action,Deep Silver,0.06,0.11,0.19,2654.0,4A Games,7874,Spring
FIFA 14,PSP,2013.0,Sports,Electronic Arts,0.0,0.15,0.19,23.0,EA Canada,7876,Fall
Resident Evil: Revelations,WiiU,2013.0,Action,Capcom,0.07,0.07,0.19,146.0,Capcom,7877,Winter
International Soccer,2600,1981.0,Sports,Mattel Interactive,0.18,0.01,0.19,,,7881,Winter
The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.19,73.0,Falcom,7898,Fall
IL-2 Sturmovik: Birds of Prey,PSP,2009.0,Simulation,505 Games,0.08,0.07,0.19,7.0,SME Dynamic Systems Limited,7925,Fall
Air Conflicts: Secret Wars,PS3,2011.0,Simulation,bitComposer Games,0.1,0.06,0.19,,Games Farm,7949,Summer
Saints Row IV,PC,2013.0,Action,Deep Silver,0.11,0.06,0.19,1543.0,Volition Inc.,7956,Summer
Dance Central: Spotlight,XOne,2014.0,Misc,Microsoft Game Studios,0.15,0.03,0.19,47.0,Harmonix Music Systems,7959,Fall
La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.19,15.0,Nippon Ichi Software,7962,Winter
Phantasy Star Online Ver. 2,DC,2001.0,Role-Playing,Sega,0.0,0.0,0.19,18.0,Sonic Team,7978,Winter
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.09,0.07,0.18,54.0,Marvelous,7989,Fall
Disgaea DS,DS,2008.0,Role-Playing,Square Enix,0.11,0.01,0.18,35.0,Nippon Ichi Software,8028,Winter
Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,Konami Digital Entertainment,0.12,0.04,0.18,159.0,"Kojima Productions, Moby Dick Studio",8031,Fall
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.02,0.18,44.0,Gust,8036,Summer
Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.18,13.0,Red Fly Studio,8053,Summer
LEGO Harry Potter: Years 5-7,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.18,21.0,Traveller's Tales,8060,Fall
FIFA Soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.18,,,8061,Fall
Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,Activision,0.13,0.04,0.18,6.0,FUN Labs,8089,Fall
Aliens: Colonial Marines,PC,2013.0,Shooter,Sega,0.1,0.06,0.18,1156.0,Gearbox Software,8120,Winter
Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,0.09,0.07,0.18,11.0,Pyro Studios,8128,Fall
Pro Evolution Soccer 2013,3DS,2012.0,Sports,Konami Digital Entertainment,0.05,0.02,0.18,,,8132,Fall
Toukiden: The Age of Demons,PSP,2013.0,Action,Tecmo Koei,0.0,0.0,0.18,,,8135,Summer
Payday 2,XOne,2015.0,Shooter,505 Games,0.09,0.07,0.18,,,8141,Summer
Speedball 2100,PS,2000.0,Sports,Empire Interactive,0.1,0.07,0.18,,Bitmap Brothers,8179,Winter
College Hoops 2K8,X360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.18,16.0,Visual Concepts,8181,Fall
Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.17,2318.0,From Software,8202,Spring
Rugrats: Royal Ransom,GC,2002.0,Platform,THQ,0.13,0.03,0.17,6.0,Avalanche Software,8216,Fall
Global Defence Force,PS2,2005.0,Shooter,Essential Games,0.0,0.0,0.17,,,8227,Summer
Major League Baseball 2K6,GC,2006.0,Sports,Take-Two Interactive,0.13,0.03,0.17,,Kush Games,8228,Spring
The King of Fighters '97,PS,1998.0,Fighting,SNK,0.0,0.0,0.17,,,8236,Summer
True Crime: New York City,GC,2005.0,Action,Activision,0.13,0.03,0.17,24.0,Exakt,8247,Fall
Toukiden Kiwami,PS4,2015.0,Action,Tecmo Koei,0.05,0.07,0.17,74.0,Koei Tecmo Games,8250,Summer
The King of Fighters '97,SAT,1998.0,Fighting,SNK,0.0,0.0,0.17,,,8264,Summer
Madden NFL 17,X360,2016.0,Sports,Electronic Arts,0.14,0.02,0.17,6.0,EA Sports,8266,Summer
World Destruction League: Thunder Tanks,PS2,2000.0,Action,3DO,0.08,0.07,0.17,7.0,3DO,8285,Fall
The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.17,,,8291,Summer
Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.0,0.17,25.0,Pam Development,8303,Spring
Age of Empires III: Complete Collection,PC,2009.0,Strategy,Microsoft Game Studios,0.01,0.12,0.17,41.0,Microsoft Game Studios,8305,Fall
Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,0.08,0.05,0.17,140.0,Spike Chunsoft,8309,Summer
MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.04,0.1,0.17,23.0,Monumental Games,8312,Spring
NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.17,7.0,SCEA San Diego Studios,8313,Fall
Deus Ex: Mankind Divided,XOne,2016.0,Role-Playing,Square Enix,0.09,0.06,0.17,175.0,Eidos Montreal,8340,Summer
Digimon Story: Cyber Sleuth,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,92.0,Media Vision,8349,Spring
Garfield: Lasagna World Tour,PS2,2007.0,Action,Blast! Entertainment Ltd,0.08,0.06,0.17,,EKO Software,8357,Fall
World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,0.09,0.06,0.17,6.0,3DO,8362,Fall
Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.08,0.04,0.17,21.0,Omega Force,8368,Summer
Hot Wheels: Beat That!,X360,2007.0,Racing,Activision,0.15,0.0,0.17,,,8371,Fall
Final Fantasy V,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.17,,,8376,Winter
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,,,8408,Spring
Dragon Quest X,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.17,,,8423,Summer
NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.17,14.0,Deep Silver,8427,Winter
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,,,8431,Spring
Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.15,0.0,0.17,,"Blitz Games, Human Soft",8444,Fall
NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.17,,SCEA San Diego Studios,8446,Fall
Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.17,,,8459,Winter
Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.16,9.0,Blitz Games,8463,Fall
Alone in the Dark: The New Nightmare,PS,,Adventure,Infogrames,0.09,0.06,0.16,40.0,Darkworks,8548,Spring
NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.14,0.0,0.16,21.0,EA Canada,8552,Fall
Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.16,94.0,"Idea Factory, Compile Heart",8554,Summer
Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,,Ryu ga Gotoku Studios,8612,Winter
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.16,27.0,Bugbear,8617,Summer
BioShock The Collection,XOne,2016.0,Shooter,Take-Two Interactive,0.08,0.06,0.16,79.0,2K Games,8627,Fall
Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.16,768.0,"Epic Games, People Can Fly",8636,Winter
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.16,23.0,ArtePiazza,8666,Spring
Jurassic Park: The Game,X360,,Action,Unknown,0.15,0.0,0.16,138.0,Telltale Games,8681,Fall
Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,0.04,0.02,0.16,,,8683,Fall
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.16,,,8684,Spring
Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,0.09,0.06,0.16,,,8697,Winter
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.15,48.0,EA Redwood Shores,8744,Spring
Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.15,653.0,Vigil Games,8764,Summer
Disgaea 4: A Promise Unforgotten,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.03,0.15,,,8768,Winter
Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.15,153.0,Vigil Games,8770,Summer
Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,,,8773,Spring
Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.15,6.0,Ubisoft,8786,Fall
Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.14,0.0,0.15,6.0,Infinite Interactive,8792,Winter
NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.15,7.0,SCEA San Diego Studios,8799,Fall
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.15,6.0,Ubisoft Casablanca,8811,Spring
Tokyo Xanadu,PSV,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,,,8813,Fall
Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.15,9.0,TT Games,8818,Summer
Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.15,,SNK Playmore,8831,Summer
Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.15,,,8852,Fall
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.15,,Visual Concepts,8876,Spring
Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.09,0.05,0.15,,,8881,Fall
Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.04,0.15,,,8891,Winter
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.15,10.0,Crawfish Interactive,8892,Summer
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,201.0,Sega AM2,8905,Fall
Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.15,,Blitz Games,8916,Fall
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,0.11,0.03,0.15,,,8918,Winter
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.15,71.0,Falcom,8920,Fall
SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.15,,Firebrand Games,8954,Winter
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.15,63.0,Sandlot,8956,Summer
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.15,65.0,UBlart Montpellier,8969,Fall
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.15,12.0,Arc System Works,8978,Spring
Cars: Mater-National Championship,X360,2007.0,Racing,THQ,0.13,0.0,0.14,6.0,Rainbow Studios,8989,Fall
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.14,1613.0,Re-Logic,8992,Spring
Power Rangers: Super Legends,PS2,2007.0,Action,Disney Interactive Studios,0.07,0.06,0.14,5.0,Artificial Mind and Movement,9006,Fall
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.14,8.0,Ubisoft,9011,Winter
Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.14,0.14,1588.0,Creative Assembly,9036,Fall
Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.14,529.0,Avalanche Studios,9038,Winter
Bejeweled 3,PS3,,Puzzle,Unknown,0.13,0.0,0.14,5.0,PopCap,9044,Winter
FIFA Soccer 2005,GC,2004.0,Sports,Electronic Arts,0.11,0.03,0.14,6.0,EA Canada,9052,Fall
Cake Mania 3,DS,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.14,,"Sandlot Games, Digital Embryo",9061,Fall
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.14,11.0,Microvision,9070,Spring
Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,,,9077,Spring
Marvel vs. Capcom 2: New Age of Heroes,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,,,9078,Spring
Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.14,32.0,Io Interactive,9081,Spring
Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.14,148.0,Kojima Productions,9087,Spring
Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.14,7.0,FrontLine Studios,9106,Winter
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.14,116.0,Firaxis Games,9118,Winter
ArmA II,PC,2009.0,Shooter,505 Games,0.0,0.12,0.14,589.0,Bohemia Interactive,9132,Spring
The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.14,1495.0,Valve Software,9143,Fall
Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.08,0.04,0.14,225.0,Yacht Club Games,9144,Summer
Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.14,22.0,High Voltage Software,9154,Winter
The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.14,16.0,Monolith Productions,9161,Fall
Buck Fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.14,,Destineer,9167,Winter
Earth Defense Force 2: Invaders from Planet Space,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.14,,,9175,Summer
Hot Wheels: Beat That!,Wii,2007.0,Racing,Activision,0.13,0.0,0.14,9.0,Eutechnyx,9177,Fall
Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.14,83.0,Vanillaware,9179,Spring
Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.14,,,9192,Fall
College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.14,6.0,Visual Concepts,9204,Fall
Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,22.0,Omega Force,9214,Spring
Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.14,5.0,Capcom,9215,Spring
Bejeweled 3,X360,,Puzzle,Unknown,0.13,0.0,0.14,11.0,PopCap,9219,Winter
DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.08,0.04,0.14,,,9233,Winter
Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.14,73.0,Starbreeze,9242,Summer
Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.14,,Backbone Entertainment,9243,Fall
Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,0.09,0.03,0.14,,,9246,Spring
Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.14,,Legacy Interactive,9258,Winter
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.14,440.0,Infinity Ward,9293,Fall
Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,,,9305,Summer
Nayuta no Kiseki,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,,,9306,Summer
Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.14,11.0,Mitchell,9307,Spring
Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,,,9315,Spring
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,0.12,0.0,0.13,,Farsight Studios,9330,Winter
FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.13,17.0,EA Canada,9332,Winter
Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.13,14.0,Falcom,9360,Fall
Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.13,4.0,Infinite Interactive,9373,Spring
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,Ubisoft,0.12,0.0,0.13,32.0,Ubisoft Casablanca,9393,Fall
The Flintstones: Bedrock Bowling,PS,2000.0,Sports,Ubisoft,0.07,0.05,0.13,,,9397,Summer
NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.13,4.0,EA Sports,9398,Fall
Injustice: Gods Among Us,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.0,0.13,,,9400,Spring
Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.13,13.0,Crystal Dynamics,9414,Spring
Contra III: The Alien Wars,SNES,1992.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,,,9443,Winter
Amagami,PS2,2009.0,Adventure,Enterbrain,0.0,0.0,0.13,,,9449,Spring
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,Tecmo Koei,0.05,0.03,0.13,,,9459,Winter
Sonic Riders,XB,2006.0,Racing,Sega,0.1,0.03,0.13,7.0,Sonic Team,9479,Winter
Venetica,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.13,18.0,Deck 13,9481,Fall
All Star Cheer Squad 2,Wii,2009.0,Sports,THQ,0.12,0.0,0.13,,Gorilla Games,9497,Fall
Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.13,16.0,Ubisoft Shanghai,9551,Fall
Gunstar Heroes,GEN,1992.0,Shooter,Sega,0.0,0.0,0.13,,,9564,Fall
Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.06,0.05,0.13,,Attention To Detail,9606,Fall
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0.0,0.0,0.12,,,9662,Summer
Need for Speed: ProStreet,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.12,10.0,Exient Entertainment,9668,Fall
Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.0,0.0,0.12,,,9674,Fall
NHL 2002,GBA,2002.0,Sports,Electronic Arts,0.09,0.03,0.12,,BudCat,9697,Fall
The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.04,0.03,0.12,,,9714,Summer
Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.12,6.0,Infinite Interactive,9716,Spring
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.12,12.0,Nippon Ichi Software,9721,Spring
Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.12,12.0,Exient Entertainment,9736,Summer
PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.12,32.0,Q-Games,9761,Winter
Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.12,144.0,Grasshopper Manufacture,9766,Summer
Venetica,PS3,2010.0,Role-Playing,DTP Entertainment,0.07,0.03,0.12,6.0,Deck 13,9790,Fall
Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.11,0.12,915.0,"Crystal Dynamics, Nixxes Software",9799,Fall
Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.12,383.0,Arkane Studios,9815,Fall
Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.12,25.0,SuperVillain Studios,9842,Summer
Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,236.0,Sonic Team,9845,Summer
Yakuza Kiwami,PS3,2016.0,Adventure,Sega,0.0,0.0,0.12,,,9857,Winter
Ultimate Card Games,GBA,2003.0,Misc,Telegames,0.09,0.03,0.12,,Cosmigo,9860,Winter
Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.12,,Infinite Interactive,9868,Spring
Major League Baseball 2K6,PSP,,Sports,Unknown,0.11,0.0,0.12,,Visual Concepts,9877,Spring
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.12,,,9886,Fall
Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.12,71.0,Double Fine Productions,9887,Spring
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.12,10.0,Moss,9911,Summer
Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.12,5.0,RFX Interactive,9934,Fall
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.12,31.0,TT Games,9942,Summer
NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.12,,,9963,Winter
Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.12,,Inland Productions,9965,Winter
Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.02,0.12,5.0,EA Sports,9971,Summer
F1 Racing Championship,PS,2000.0,Racing,Video System,0.06,0.04,0.11,,,10006,Fall
Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,15.0,Matrix Software,10025,Spring
Persona 5,PS3,2016.0,Role-Playing,Unknown,0.0,0.0,0.11,,Atlus,10030,Fall
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.11,7.0,EA Canada,10039,Winter
